master_site_id,dive_site_name,country_or_area,country_code,latitude,longitude,max_depth_m,source_count,sources,source_record_count,source_record_ids,source_urls,licenses_and_attribution,data_quality_notes
DS000001,Alert Rock,Alaska,US,54.1849827,-132.9762767,25,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):3024829333,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000002,Bligh Reef,Alaska,US,60.844151,-146.8777986,30,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):452633840,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000003,Boat Graveyard,Alaska,US,56.2535381,-134.6504016,18,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):10312458191,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000004,Chanal Reef,Alaska,US,54.1883173,-133.0304704,24,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):3024829339,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000005,Client Reefs,Alaska,US,54.1064017,-130.3189445,25,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):5704027532,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000006,Cohen Reef,Alaska,US,58.431229,-134.8045421,26,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):835907748,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000007,Desconocida Reef,Alaska,US,55.6928138,-133.5229612,25,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):874133656,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000008,Douglas Rock,Alaska,US,54.1716167,-132.9524,26,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):5729282196,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000009,Eagle Reef,Alaska,US,58.4598235,-134.8237682,24,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):835907749,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000010,Escape Reefs,Alaska,US,54.4658333,-130.4747222,23,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):5707922325,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000011,F/V Lily,Alaska,US,55.2187109,-161.3643482,15,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):1351757632,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000012,Gatenby Rock,Alaska,US,54.1236667,-133.14205,24,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):5729239763,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000013,Grebe,Alaska,US,60.542068,-145.7611338,15,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):13016036474,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000014,Harvey Rock,Alaska,US,54.2076167,-133.0368333,25,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):5729282195,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000015,Hastings Reef,Alaska,US,54.062115,-132.5486784,25,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):3006129460,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000016,Haswell Reef,Alaska,US,54.0467772,-132.5622524,24,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):3006129461,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000017,Kipcke Rock,Alaska,US,54.2508055,-130.9175572,26,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):5707922374,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000018,La Perouse Reef,Alaska,US,54.0128818,-133.176924,27,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):603529133,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000019,M/V Oduna,Alaska,US,54.665264,-163.1081187,12,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):20298347,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000020,Marchand Reef,Alaska,US,54.1797401,-133.0197148,26,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):3024829363,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000021,MV Leschi,Alaska,US,60.7951304,-148.5326992,17,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):477220058,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000022,MV Vashon,Alaska,US,54.9766101,-132.1090888,20,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):4689742558,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000023,Observatory Rock,Alaska,US,54.0054873,-132.5810912,26,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):3006129467,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000024,Pleasant Island Reef,Alaska,US,58.3103895,-135.6570769,25,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):679432092,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000025,Polar Bear,Alaska,US,60.5625654,-145.8054132,16,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):13016036475,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000026,Swan Lake Wooden Barge,Alaska,US,55.2519582,-162.7094579,14,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):1338542641,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000027,Table Rock,Alaska,US,55.0213177,-162.2381493,24,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):5315845245,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000028,Testlatlints Rock,Alaska,US,54.1887083,-132.9960287,25,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):3024829829,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000029,USS Coldbrook,Alaska,US,59.4271357,-146.3573015,19,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):665637588,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000030,Vanderbilt Reef,Alaska,US,58.5908999,-135.0190567,26,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):1035594535,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000031,Wimble Rocks,Alaska,US,54.0252178,-132.1867517,23,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):3018633510,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alaska.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000032,a,Albania,AL,22.132271,18.369141,NA,1,OpenDiveMap,1,OpenDiveMap:10bkvu,https://api.opendivemap.com/v1/sites/10bkvu,ODbL-1.0; © OpenDiveMap contributors,max depth unavailable
DS000033,SIX SHIP WRECKS IN KSAMIL,Albania,NA,NA,NA,25,1,PADI Global Dive Sites,1,PADI Global Dive Sites:12032,https://www.padi.com/dive-site/albania/six-ship-wrecks-in-ksamil/,PADI terms; factual compilation for personal research,coordinates unavailable
DS000034,Babylon,Alor Archipelago,ID,-8.2229,124.3634,28,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):alor-archipelago:7,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alor-archipelago.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000035,Beang Abang,Alor Archipelago,ID,-8.5087,124.1705,20,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):alor-archipelago:10,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alor-archipelago.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000036,Clown Valley,Alor Archipelago,ID,-8.3144,124.367,20,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):alor-archipelago:1,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alor-archipelago.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000037,Current Alley,Alor Archipelago,ID,-8.17,124.3,40,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):alor-archipelago:11,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alor-archipelago.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000038,Kal's Dream,Alor Archipelago,ID,-8.28,124.375,35,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):alor-archipelago:3,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alor-archipelago.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000039,Mike's Delight,Alor Archipelago,ID,-8.295,124.36,25,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):alor-archipelago:5,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alor-archipelago.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000040,Mucky Mosque,Alor Archipelago,ID,-8.268,124.4255,27,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):alor-archipelago:6,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alor-archipelago.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000041,Pantar Strait,Alor Archipelago,ID,-8.28,124.35,40,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):alor-archipelago:9,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alor-archipelago.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000042,Shark Close,Alor Archipelago,ID,-8.305,124.365,32,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):alor-archipelago:4,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alor-archipelago.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000043,The Boardroom,Alor Archipelago,ID,-8.288,124.334,16,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):alor-archipelago:8,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alor-archipelago.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000044,The Cathedral,Alor Archipelago,ID,-8.285,124.39,35,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):alor-archipelago:2,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/alor-archipelago.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000045,Air Manis,Ambon,ID,-3.7193,128.091,20,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):ambon:4,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/ambon.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000046,Amahusu Reef,Ambon,ID,-3.7233,128.1458,25,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):ambon:10,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/ambon.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000047,Duke of Sparta Wreck,Ambon,ID,-3.6658,128.1715,35,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):ambon:7,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/ambon.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000048,Hukurila Cave,Ambon,ID,-3.7365,128.2515,20,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):ambon:5,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/ambon.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000049,Laha,Ambon,ID,-3.7058,128.1037,15,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):ambon:1,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/ambon.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000050,Nama Point,Ambon,ID,-3.7285,128.118,18,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):ambon:6,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/ambon.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000051,Pintu Kota,Ambon,ID,-3.771,128.1508,20,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):ambon:8,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/ambon.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000052,Psychedelic Frogfish Site,Ambon,ID,-3.706,128.101,7,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):ambon:3,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/ambon.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000053,Rhino City,Ambon,ID,-3.7073,128.098,20,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):ambon:2,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/ambon.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000054,Twilight Zone,Ambon,ID,-3.7055,128.1025,20,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):ambon:9,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/ambon.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000055,Dixon's,Andaman Islands,IN,11.9218031,93.0930528,35,2,Dive Vibe Community (cleaned/curated) | Dive Vibe Community (global OSM collection),2,Dive Vibe Community (cleaned/curated):649985251 | Dive Vibe Community (global OSM collection):649985251,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/andaman-islands.json | https://github.com/jbunderwater/dive-vibe-community/blob/main/world_collection_osm/india_divesites_osm.csv,ODbL-1.0 / mixed third-party factual contributions | ODbL-1.0; © OpenStreetMap contributors,NA
DS000056,Duncan's Wreck,Andaman Islands,IN,12.0065789,92.78051,22,2,Dive Vibe Community (cleaned/curated) | Dive Vibe Community (global OSM collection),2,Dive Vibe Community (cleaned/curated):649985250 | Dive Vibe Community (global OSM collection):649985250,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/andaman-islands.json | https://github.com/jbunderwater/dive-vibe-community/blob/main/world_collection_osm/india_divesites_osm.csv,ODbL-1.0 / mixed third-party factual contributions | ODbL-1.0; © OpenStreetMap contributors,NA
DS000057,Guoddus Garden,Andaman Islands,IN,12.0218714,92.8006998,25,2,Dive Vibe Community (cleaned/curated) | Dive Vibe Community (global OSM collection),2,Dive Vibe Community (cleaned/curated):649984297 | Dive Vibe Community (global OSM collection):649984297,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/andaman-islands.json | https://github.com/jbunderwater/dive-vibe-community/blob/main/world_collection_osm/india_divesites_osm.csv,ODbL-1.0 / mixed third-party factual contributions | ODbL-1.0; © OpenStreetMap contributors,NA
DS000058,Johnson's Reef,Andaman Islands,IN,12.0783903,92.9520097,35,2,Dive Vibe Community (cleaned/curated) | Dive Vibe Community (global OSM collection),2,Dive Vibe Community (cleaned/curated):649984300 | Dive Vibe Community (global OSM collection):649984300,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/andaman-islands.json | https://github.com/jbunderwater/dive-vibe-community/blob/main/world_collection_osm/india_divesites_osm.csv,ODbL-1.0 / mixed third-party factual contributions | ODbL-1.0; © OpenStreetMap contributors,NA
DS000059,Lighthouse,Andaman Islands,IN,12.049892,92.9641702,20,2,Dive Vibe Community (cleaned/curated) | Dive Vibe Community (global OSM collection),2,Dive Vibe Community (cleaned/curated):649985252 | Dive Vibe Community (global OSM collection):649985252,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/andaman-islands.json | https://github.com/jbunderwater/dive-vibe-community/blob/main/world_collection_osm/india_divesites_osm.csv,ODbL-1.0 / mixed third-party factual contributions | ODbL-1.0; © OpenStreetMap contributors,NA
DS000060,MV Mars,Andaman Islands,IN,12.0640919,92.9633935,15,2,Dive Vibe Community (cleaned/curated) | Dive Vibe Community (global OSM collection),2,Dive Vibe Community (cleaned/curated):649984299 | Dive Vibe Community (global OSM collection):649984299,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/andaman-islands.json | https://github.com/jbunderwater/dive-vibe-community/blob/main/world_collection_osm/india_divesites_osm.csv,ODbL-1.0 / mixed third-party factual contributions | ODbL-1.0; © OpenStreetMap contributors,NA
DS000061,MV Primrose,Andaman Islands,IN,11.5934127,92.2123352,NA,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):120523928,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/andaman-islands.json,ODbL-1.0 / mixed third-party factual contributions,max depth unavailable
DS000062,South Button,Andaman Islands,IN,12.2237104,93.0197618,12,2,Dive Vibe Community (cleaned/curated) | Dive Vibe Community (global OSM collection),2,Dive Vibe Community (cleaned/curated):649984315 | Dive Vibe Community (global OSM collection):649984315,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/andaman-islands.json | https://github.com/jbunderwater/dive-vibe-community/blob/main/world_collection_osm/india_divesites_osm.csv,ODbL-1.0 / mixed third-party factual contributions | ODbL-1.0; © OpenStreetMap contributors,NA
DS000063,The Wall,Andaman Islands,IN,12.0547239,92.962155,55,3,Dive Vibe Community (cleaned/curated) | PADI Global Dive Sites | Dive Vibe Community (global OSM collection),3,Dive Vibe Community (cleaned/curated):649984298 | PADI Global Dive Sites:5155 | Dive Vibe Community (global OSM collection):649984298,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/andaman-islands.json | https://www.padi.com/dive-site/india/the-wall-5/ | https://github.com/jbunderwater/dive-vibe-community/blob/main/world_collection_osm/india_divesites_osm.csv,ODbL-1.0 / mixed third-party factual contributions | ODbL-1.0; © OpenStreetMap contributors | PADI terms; factual compilation for personal research,NA
DS000064,Andes (Wreck),Antigua and Barbuda,AG,17.12955,-61.88975,13,2,OpenDiveMap | Dive Vibe Community (cleaned/curated),2,OpenDiveMap:zuckmn | Dive Vibe Community (cleaned/curated):antigua-and-barbuda:3,https://api.opendivemap.com/v1/sites/zuckmn | https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/antigua-and-barbuda.json,ODbL-1.0 / mixed third-party factual contributions | ODbL-1.0; © OpenDiveMap contributors,NA
DS000065,Ariadne Shoal,Antigua and Barbuda,AG,17.05,-61.99,15,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):antigua-and-barbuda:7,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/antigua-and-barbuda.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000066,Barbuda Reef,Antigua and Barbuda,AG,17.58,-61.82,15,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):antigua-and-barbuda:9,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/antigua-and-barbuda.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000067,Cades Reef,Antigua and Barbuda,AG,17.0095,-61.8906,15,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):antigua-and-barbuda:2,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/antigua-and-barbuda.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000068,Carpenter's Reef,Antigua and Barbuda,AG,17.0023,-61.7785,24,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):antigua-and-barbuda:10,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/antigua-and-barbuda.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000069,Deep Bay Wreck (Andes),Antigua and Barbuda,AG,17.1322,-61.8892,9,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):antigua-and-barbuda:5,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/antigua-and-barbuda.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000070,Great Bird Island,Antigua and Barbuda,AG,17.15,-61.7167,14,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):antigua-and-barbuda:8,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/antigua-and-barbuda.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000071,Pillars of Hercules,Antigua and Barbuda,AG,17.003,-61.7588,15,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):antigua-and-barbuda:1,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/antigua-and-barbuda.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000072,Sandy Island Reef,Antigua and Barbuda,AG,17.1343,-61.9263,12,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):antigua-and-barbuda:6,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/antigua-and-barbuda.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000073,Sunken Rock,Antigua and Barbuda,AG,17.005,-61.73,30,1,Dive Vibe Community (cleaned/curated),1,Dive Vibe Community (cleaned/curated):antigua-and-barbuda:4,https://github.com/jbunderwater/dive-vibe-community/blob/main/data/osm_clean/antigua-and-barbuda.json,ODbL-1.0 / mixed third-party factual contributions,NA
DS000074,"Albatros, wreck",Argentina,AR,-42.7736,-65.0016,21,1,OpenDiveMap,1,OpenDiveMap:8f764l,https://api.opendivemap.com/v1/sites/8f764l,ODbL-1.0; © OpenDiveMap contributors,NA
DS000075,Baby Barge,Argentina,NA,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:2917,https://www.padi.com/dive-site/argentina/baby-barge/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS000076,Hundimiento Albatros,Argentina,NA,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:1189,https://www.padi.com/dive-site/argentina/hundimiento-albatros/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS000077,Hundimiento Hu Shun Yu #809,Argentina,NA,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:1186,https://www.padi.com/dive-site/argentina/hundimiento-hu-shun-yu-809/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS000078,Hundimiento Miralles,Argentina,NA,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:1188,https://www.padi.com/dive-site/argentina/hundimiento-miralles/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS000079,Hundimiento Urabain,Argentina,NA,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:1187,https://www.padi.com/dive-site/argentina/hundimiento-urabain/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS000080,Loberia Punta Loma,Argentina,NA,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:1183,https://www.padi.com/dive-site/argentina/loberia-punta-loma/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS000081,"Miralles, Wreck",Argentina,AR,-42.7794,-64.9775,23,1,OpenDiveMap,1,OpenDiveMap:t7ejkj,https://api.opendivemap.com/v1/sites/t7ejkj,ODbL-1.0; © OpenDiveMap contributors,NA
DS000082,Naufragio Emma,Argentina,NA,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:1194,https://www.padi.com/dive-site/argentina/naufragio-emma/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS000083,Naufragio Folias,Argentina,NA,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:1190,https://www.padi.com/dive-site/argentina/naufragio-folias/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS000084,Parque las Piedras,Argentina,NA,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:1193,https://www.padi.com/dive-site/argentina/parque-las-piedras/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS000085,Parque Nuevo,Argentina,NA,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:1195,https://www.padi.com/dive-site/argentina/parque-nuevo/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS000086,Punta Cuevas,Argentina,NA,NA,NA,NA,1,PADI Global Dive Sites,1,PADI Global Dive Sites:1192,https://www.padi.com/dive-site/argentina/punta-cuevas/,PADI terms; factual compilation for personal research,coordinates unavailable; max depth unavailable
DS000087,"Urabain, Wreck",Argentina,AR,-42.7712,-64.9991,21,1,OpenDiveMap,1,OpenDiveMap:ocojtq,https://api.opendivemap.com/v1/sites/ocojtq,ODbL-1.0; © OpenDiveMap contributors,NA
DS000088,Airplanes (Wreck),Aruba,AW,12.504,-70.0341,22,1,OpenDiveMap,1,OpenDiveMap:qdluhw,https://api.opendivemap.com/v1/sites/qdluhw,ODbL-1.0; © OpenDiveMap contributors,NA
